"EVA_NR";"DS100";"IFOPT";"db_name";"traffic";"operator_name";"operator_nr";"status";"distance";"formatted";"lat";"lon";"housenumber";"name";"street";"postcode";"district";"suburb";"county";"state";"state_code";"city";"country";"country_code";"attribution";"attribution_license";"attribution_url"
8011923;"BHUB";"de:12067:900310612";"Hubertushöhe";"nur DPN";"DB Station und Service AG";2935;;118.83595433325026;"Robert-Koch-Straße 28, 15859 Storkow, Germany";52.232876;13.96451;"28";;"Robert-Koch-Straße";15859;"Storkow (Mark)";;"Oder-Spree";"Brandenburg";"BB";"Storkow";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011924;"WHU";"de:13072:383";"Huckstorf";"RV";"DB Station und Service AG";2937;;1.655998951911704;"Huckstorf, 18059 Pölchow, Germany";53.984468;12.116041;;;"Huckstorf";18059;"Warnow-West";;"Rostock";"Mecklenburg-Vorpommern";"MV";"Pölchow";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011925;"UHUE";"de:16072:8011925";"Hüttengrund";"nur DPN";"DB Station und Service AG";2954;;0.9083919431981526;"Hüttengrund, Siedlungsweg, 96515 Sonneberg, Germany";50.3811598;11.1977039;;"Hüttengrund";"Siedlungsweg";96515;"Hüttengrund";"Hüttengrund";"Landkreis Sonneberg";"Thuringia";;"Sonneberg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011928;"DHUN";"de:14523:1116";"Hundsgrün";"nur DPN";"DB Station und Service AG";2948;;9.078405391464464;"Bahnhofstraße 5, 08626 Hundsgrün, Germany";50.36622415;12.2112725;"5";;"Bahnhofstraße";8626;"Oelsnitz/Vogtl.";;"Vogtlandkreis";"Saxony";;"Hundsgrün";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011929;"LIB";"de:15089:8011929";"Ilberstedt";"nur DPN";"DB Station und Service AG";2971;;8.573273812328578;"Ilberstedt, 06408 Ilberstedt, Germany";51.806553;11.647499;;;"Ilberstedt";6408;"Saale-Wipper";;"Salzlandkreis";"Saxony-Anhalt";;"Ilberstedt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011931;"UIB";"de:16070:8011931";"Ilmenau Bad";"nur DPN";"Rennsteigbahn GmbH & Co. KG";;;1.238550153250861;"Ilmenau Bad, Naumannstraße, 98693 Ilmenau, Germany";50.6813503;10.9089488;;"Ilmenau Bad";"Naumannstraße";98693;"Ilmenau";;"Ilm-Kreis";"Thuringia";;"Ilmenau";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011932;"UIR";"de:16070:8011932";"Ilmenau-Roda";"nur DPN";"DB Station und Service AG";2979;;31.126083557465428;"Feuerwache 3 Roda, Am Kupferberg 3, 98693 Ilmenau, Germany";50.6975444;10.88936912827527;"3";"Feuerwache 3 Roda";"Am Kupferberg";98693;"Ilmenau";"Roda";"Ilm-Kreis";"Thuringia";;"Ilmenau";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011933;"LIG";"de:15085:8011933";"Ilsenburg";"nur DPN";"DB Station und Service AG";2980;;0;"Karl-Marx-Straße, 38871 Ilsenburg, Germany";51.86944555;10.682765844449976;;"Ilsenburg";"Karl-Marx-Straße";38871;"Ilsenburg";;"Landkreis Harz";"Saxony-Anhalt";;"Ilsenburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011934;"UIM";"de:16063:8011934";"Immelborn";"nur DPN";"DB Station und Service AG";2981;;1.098361962005484;"Zum alten Sägewerk, 36456 Barchfeld-Immelborn, Germany";50.7932625;10.2804706;;"Immelborn";"Zum alten Sägewerk";36456;"Immelborn";;"Wartburgkreis";"Thuringia";;"Barchfeld-Immelborn";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011935;"UIP";"de:16070:8011935";"Ilmenau Pörlitzer Höhe";"nur DPN";"DB Station und Service AG";2978;;5.435105477843892;"Ilmenau - Pörlitzer Höhe, Ziolkowskistraße, 98693 Ilmenau, Germany";50.694719;10.9229576;;"Ilmenau - Pörlitzer Höhe";"Ziolkowskistraße";98693;"Ilmenau";"Unterpörlitz";"Ilm-Kreis";"Thuringia";;"Ilmenau";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011937;"DIR";"de:14523:904";"Irfersgrün";"nur DPN";"DB Station und Service AG";3003;;2.472315071245654;"Irfersgrün, 08485 Lengenfeld, Germany";50.608546;12.409567;;"Irfersgrün";;8485;"Lengenfeld";;"Vogtlandkreis";"Saxony";;"Lengenfeld";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011939;"WJAB";"de:13071:7118";"Jabel(Meckl)";"nur DPN";"Regio Infra Nord-Ost GmbH & Co. KG";;;0.3400653686620787;"Jabel (Meckl), 17194 Jabel, Germany";53.54526;12.54756;;"Jabel (Meckl)";;17194;"Seenlandschaft Waren";;"Mecklenburgische Seenplatte";"Mecklenburg-Vorpommern";"MV";"Jabel";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8011940;"BJF";"de:12067:900310007";"Jacobsdorf(Mark)";"RV";"DB Station und Service AG";3020;;1.988877566848487;"Jacobsdorf (Mark), Pillgramer Straße, 15236 Jacobsdorf, Germany";52.33267015;14.355838627408751;;"Jacobsdorf (Mark)";"Pillgramer Straße";15236;;;"Oder-Spree";"Brandenburg";"BB";"Jacobsdorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011944;"BJW";"de:12071:900445750";"Jänschwalde";"RV";"DB Station und Service AG";3033;;3.452404358853776;"Jänschwalde - Janšojce, Chausseestraße, 03197 Kolonie - Pipanojce, Germany";51.86645145;14.50153655;;"Jänschwalde - Janšojce";"Chausseestraße";3197;"Peitz";;"Spree-Neiße - Sprjewja-Nysa";"Brandenburg";"BB";"Kolonie - Pipanojce";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011945;"BJWO";"de:12071:900445751";"Jänschwalde Ost";"RV";"DB Station und Service AG";3034;;7.989541998946796;"Jänschwalde Ost - Janšojce Pódzajtšo, Bahnhofstraße, 03197 Jänschwalde-Ost - Janšojce Pódzajtšo, Germany";51.877990600000004;14.542215580301162;;"Jänschwalde Ost - Janšojce Pódzajtšo";"Bahnhofstraße";3197;;;"Spree-Neiße - Sprjewja-Nysa";"Brandenburg";"BB";"Jänschwalde-Ost - Janšojce Pódzajtšo";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011946;"LJV";"de:15081:8011946";"Jävenitz";"nur DPN";"DB Station und Service AG";3039;;6.4671660822320876;"Jävenitz, Wernerstraße, 39638 Gardelegen, Germany";52.5195584;11.492587507544805;;"Jävenitz";"Wernerstraße";39638;;;"Altmarkkreis Salzwedel";"Saxony-Anhalt";;"Gardelegen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011947;"WJS";"de:13073:11741";"Jagdschloß";"nur DPN";"Eisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn mbH";;;0.1707133585500636;"Jagdschloß, Binz, MV, Germany";54.37648;13.61987;;"Jagdschloß";;;"Binz";;"Vorpommern-Rugen";"Mecklenburg-Vorpommern";"MV";"Binz";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8011948;"DJD";"de:14521:30908";"Jahnsdorf(Erzgeb)";"nur DPN";"City-Bahn Chemnitz GmbH";;;37.06139188664562;"Chemnitzer Straße 9, 09387 Jahnsdorf, Germany";50.754642;12.857295;"9";;"Chemnitzer Straße";9387;"Jahnsdorf/Erzgeb.";;"Erzgebirgskreis";"Saxony";;"Jahnsdorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011951;"WJAS";"de:13076:4253";"Jasnitz";"nur DPN";"DB Station und Service AG";3037;;0;"Jasnitz, Bahnhofstraße, 19230 Picher, Germany";53.3863734;11.374171300000016;;"Jasnitz";"Bahnhofstraße";19230;;;"Ludwigslust-Parchim";"Mecklenburg-Vorpommern";"MV";"Picher";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011952;"LJEB";"de:15091:8011952";"Jeber-Bergfrieden";"RV";"DB Station und Service AG";3040;;0;"Jeber-Bergfrieden, Am Bahnhof, 06868 Coswig (Anhalt), Germany";51.98507825;12.350172495763434;;"Jeber-Bergfrieden";"Am Bahnhof";6868;;;"Wittenberg";"Saxony-Anhalt";;"Coswig (Anhalt)";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011953;"WJER";"de:13073:2364";"Jeeser";"RV";"DB Station und Service AG";3041;;0.8691104434879466;"Jeeser, 18519 Waldschlößchen, Germany";54.16425975;13.259192645458423;;"Jeeser";"Jeeser";18519;;;"Vorpommern-Rügen";"Mecklenburg-Vorpommern";"MV";"Waldschlößchen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011956;"UJP";"de:16053:8011956";"Jena Paradies";"FV";"DB Station und Service AG";3043;;9.48059087062013;"Bahnhof Jena Paradies Gleis 2, Knebelstraße 1, 07743 Jena, Germany";50.9247973;11.5873629;"1";"Bahnhof Jena Paradies Gleis 2";"Knebelstraße";7743;"Jena-Zentrum";"Zentrum";"Jena";"Thuringia";;"Jena";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011957;"UJW";"de:16053:8011957";"Jena West";"FV";"DB Station und Service AG";3045;;1.0387597415674974;"Jena West, Westbahnhofstraße, 07745 Jena, Germany";50.9232953;11.5778466;;"Jena West";"Westbahnhofstraße";7745;"Jena-Süd";"Süd";;"Thuringia";;"Jena";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011958;"UJZ";"de:16053:8011958";"Jena-Zwätzen";"RV";"DB Station und Service AG";3046;;2.7455165501656382;"Jena-Zwätzen, Brückenstraße, 07743 Jena, Germany";50.9554626;11.620881;;"Jena-Zwätzen";"Brückenstraße";7743;"Zwätzen";"Zwätzen";"Jena";"Thuringia";;"Jena";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011959;"LJES";"de:14730:8011959";"Jesewitz(Leipzig)";"RV";"DB Station und Service AG";3049;;0.6576433741925595;"Jesewitz (bei Leipzig), Bahnhofstraße, 04838 Weltewitz, Germany";51.4200445;12.545911484671105;;"Jesewitz (bei Leipzig)";"Bahnhofstraße";4838;"Eilenburg-West";;"Nordsachsen";"Saxony";;"Weltewitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011960;"LJN";"de:15091:8011960";"Jessen(Elster)";"RV";"DB Station und Service AG";3050;;1.5329210694308675;"Bahnhofstraße, 06917 Jessen (Elster), Germany";51.79275835;12.954712072155289;;"Jessen (Elster)";"Bahnhofstraße";6917;"Jessen (Elster)";;"Wittenberg";"Saxony-Anhalt";;"Jessen (Elster)";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011961;"LJZ";"de:15082:8011961";"Jeßnitz(Anh)";"RV";"DB Station und Service AG";3051;;0;"Jeßnitz (Anh), Bahnhofstraße, 06800 Raguhn-Jeßnitz, Germany";51.683097849999996;12.277283142915081;;"Jeßnitz (Anh)";"Bahnhofstraße";6800;"Jeßnitz (Anhalt)";;"Anhalt-Bitterfeld";"Saxony-Anhalt";;"Raguhn-Jeßnitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011962;"WJT";"de:12060:900350811";"Joachimsthal";"nur DPN";"DB Station und Service AG";3055;;12.612273426560778;"Bahnhofstraße 3, 16247 Joachimsthal, Germany";52.98017915;13.749509574914237;"3";;"Bahnhofstraße";16247;"Grimnitz";;"Barnim";"Brandenburg";"BB";"Joachimsthal";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011963;"DJA";"de:14523:1117";"Jocketa";"nur DPN";"DB Station und Service AG";3056;;26.07331820165635;"Friedensstraße 6, 08543 Pöhl, Germany";50.555354;12.170461;"6";;"Friedensstraße";8543;"Pöhl";;"Vogtlandkreis";"Saxony";;"Pöhl";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011966;"DJZ";"de:14523:1118";"Jößnitz";"nur DPN";"DB Station und Service AG";3063;;3.3383187425880543;"Joessnitz, Plauensche Straße, 08547 Plauen, Germany";50.5376402;12.1398588;;"Joessnitz";"Plauensche Straße";8547;"Plauen";;"Vogtlandkreis";"Saxony";;"Plauen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011968;"BJA";"de:12072:900245007";"Altes Lager";"nur DPN";"DB Station und Service AG";3072;;135.40205975449342;"Konrad, Treuenbrietzener Straße 32, 14913 Jüterbog, Germany";52.018573;12.989115;"32";"Konrad";"Treuenbrietzener Straße";14913;"Jüterbog";;"Teltow-Fläming";"Brandenburg";"BB";"Jüterbog";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011970;"DCKI";"de:14511:30417";"Chemnitz Kinderwaldstätte";"nur DPN";"DB Station und Service AG";1041;;30.137101738161075;"Rennsteig 17c, 09114 Chemnitz, Germany";50.884335;12.953186;"17c";;"Rennsteig";9114;"Chemnitz";;"Chemnitz";"Saxony";;"Chemnitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011971;"DCM";"de:14511:30393";"Chemnitz Mitte";"nur DPN";"DB Station und Service AG";1042;;0.3063631771510057;"Chemnitz Mitte, 09112 Chemnitz, Germany";50.82663;12.91259;;"Chemnitz Mitte";;9112;"Chemnitz";;"Chemnitz";"Saxony";;"Chemnitz";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8011974;"DCBH,DCBO";"de:14511:30377";"Chemnitz-Borna Hp";"nur DPN";"DB Station und Service AG";1046;;4.8034534152939345;"Chemnitz-Borna Hp, Sandstraße, 09114 Chemnitz, Germany";50.8598312;12.8944973;;"Chemnitz-Borna Hp";"Sandstraße";9114;"Frischbornsiedlung";"Borna-Heinersdorf";"Chemnitz";"Saxony";;"Chemnitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011977;"DCHA";"de:14511:60818";"Chemnitz-Harthau";"nur DPN";"City-Bahn Chemnitz GmbH";;;0.8125553399725851;"Am Harthauer Bahnhof, 09125 Chemnitz, Germany";50.776901;12.924149;;;"Am Harthauer Bahnhof";9125;"Chemnitz";;"Chemnitz";"Saxony";;"Chemnitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011979;"DCC";"de:14511:55979";"Chemnitz-Schönau";"nur DPN";"DB Station und Service AG";1052;;83.43691237033322;"Zwickauer Straße 249, 09116 Chemnitz, Germany";50.818838;12.876666;"249";;"Zwickauer Straße";9116;"Chemnitz";;"Chemnitz";"Saxony";;"Chemnitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011980;"DCSI";"de:14511:30435";"Chemnitz-Siegmar";"nur DPN";"DB Station und Service AG";1053;;17.193647970859125;"Am Siegmarer Bahnhof 3, 09117 Chemnitz, Germany";50.815416;12.842425;"3";;"Am Siegmarer Bahnhof";9117;"Chemnitz";;"Chemnitz";"Saxony";;"Chemnitz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011981;"BKAB";"de:12061:900260012";"Kablow";"nur DPN";"DB Station und Service AG";3076;;1.0877808910265576;"Kablow, Feldweg, 15712 Königs Wusterhausen, Germany";52.30003055;13.721551863103965;;"Kablow";"Feldweg";15712;"Kablow";"Kablow";"Dahme-Spreewald - Damna-B?ota";"Brandenburg";"BB";"Königs Wusterhausen";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011983;"LKF";"de:14730:8011983";"Kämmereiforst";"RV";"DB Station und Service AG";3098;;4.670413966434915;"Kämmereiforst, Bahnhofstraße, 04838 Naundorf, Germany";51.4761221;12.5412319;;"Kämmereiforst";"Bahnhofstraße";4838;"Eilenburg-West";;"Nordsachsen";"Saxony";;"Naundorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011985;"UKA";"de:16074:8011985";"Kahla(Thür)";"RV";"DB Station und Service AG";3080;;6.325005238446574;"Kahla (Thür), 07768 Kahla, Germany";50.808886;11.589168;;"Kahla (Thür)";;7768;"Kahla";;"Saale-Holzland-Kreis";"Thuringia";;"Kahla";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011988;"DKA";"de:14625:6201";"Kamenz(Sachs)";"nur DPN";"DB Station und Service AG";3097;;0;"Kamenz (Sachs), Bahnsteig 1, Bahnhofstraße, 01917 Kamenz - Kamjenc, Germany";51.273667450000005;14.092185374992326;;"Kamenz (Sachs), Bahnsteig 1";"Bahnhofstraße";1917;"Kamenz - Kamjenc";;"Bautzen";"Saxony";;"Kamenz - Kamjenc";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011991;"WKAB";"de:13075:6228";"Karlsburg";"RV";"Usedomer Bäderbahn GmbH";;;65.04098309756019;"Greifswalder Straße 5, 17495 Karlsburg, Germany";53.982087;13.609018;"5";;"Greifswalder Straße";17495;"Züssow";;"Vorpommern-Greifswald";"Mecklenburg-Vorpommern";"MV";"Karlsburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011993;"UKF B";"de:15084:8011993";"Karsdorf";"nur DPN";"DB Station und Service AG";3117;;0.04591875462927454;"Karsdorf, Bahnhofstraße, 06638 Wetzendorf, Germany";51.2809351;11.655627198029928;;"Karsdorf";"Bahnhofstraße";6638;;;"Burgenlandkreis";"Saxony-Anhalt";;"Wetzendorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011994;"WKT";"de:12070:900215455";"Karstädt";"nur DPN";"DB Station und Service AG";3118;;58.90420680887732;"Mühlenstraße 1, 19357 Karstädt, Germany";53.160448;11.739409;"1";;"Mühlenstraße";19357;"Karstädt";;"Prignitz";"Brandenburg";"BB";"Karstädt";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011995;"WKAR";"de:13074:5265";"Kalsow";"RV";"DB Station und Service AG";7985;;0.45172741644208964;"Kalsow, 23970 Benz, Germany";53.9256161;11.578227590905861;;"Kalsow";"Kalsow";23970;"Neuburg";;"Nordwestmecklenburg";"Mecklenburg-Vorpommern";"MV";"Benz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8011999;"UKH";"de:16073:8011999";"Katzhütte";"RV";"DB RegioNetz Infrastruktur GmbH";;;4.863999625417425;"Bahnhofstraße, 98746 Katzhütte, Germany";50.561024;11.061086;;"Katzhütte";"Bahnhofstraße";98746;"Bergbahnregion/Schwarzatal";;"Landkreis Saalfeld-Rudolstadt";"Thuringia";;"Katzhütte";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012000;"UKL";"de:16073:8012000";"Kaulsdorf(Saale)";"RV";"DB Station und Service AG";3144;;34.565751401051656;"Straße Des Aufbaus 10, 07338 Kaulsdorf, Germany";50.611784;11.432891;"10";;"Straße Des Aufbaus";7338;"Kaulsdorf";;"Saalfeld-Rudolstadt";"Thuringia";;"Kaulsdorf";"Germany";"de";"© OpenAddresses contributors";"BSD-3-Clause License";
8012002;"WKV";"de:13072:9000";"Kavelstorf(Kr Rostock)";"RV";"DB Station und Service AG";3146;;0.12897545935224405;"Kavelstorf (Kr Rostock), 18196 Kavelstorf, Germany";54.00708;12.19782;;"Kavelstorf (Kr Rostock)";;18196;"Dummerstorf";;"Rostock";"Mecklenburg-Vorpommern";"MV";"Kavelstorf";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8012005;"WKEN";"de:13073:387";"Kenz";"RV";"Usedomer Bäderbahn GmbH";;;0.7321452929758788;"Bahnhofstraße, 18314 Kenz, Germany";54.32968995;12.741149548731766;;"Kenz";"Bahnhofstraße";18314;;;"Vorpommern-Rügen";"Mecklenburg-Vorpommern";"MV";"Kenz";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012006;"BKE";"de:12071:900445801";"Kerkwitz";"RV";"DB Station und Service AG";3162;;0.46762651593606885;"Kerkwitz - Ke?kojce, An der Bahn, 03172 Schenkendöbern, Germany";51.90969235;14.627985143404203;;"Kerkwitz - Ke?kojce";"An der Bahn";3172;"Kerkwitz - Ke?kojce";;"Spree-Neiße - Sprjewja-Nysa";"Brandenburg";"BB";"Schenkendöbern";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012007;"UKIE";"de:16068:8012007";"Kiebitzhöhe";"nur DPN";"DB Station und Service AG";3171;;262.89675282297344;"Eugen-Richter-Straße 2, Kölleda, Germany";51.183402;11.203592;"2";;"Eugen-Richter-Straße";;"Kölleda";;"Sömmerda";"Thuringia";;"Kölleda";"Germany";"de";"© OpenAddresses contributors";"BSD-3-Clause License";
8012009;"WKJ";"de:13076:4669";"Kirch-Jesar";"RV";"DB Station und Service AG";3181;;11.222607243649726;"Bahnhofstraße 3, 19230 Kirch Jesar, Germany";53.44852145;11.26303151352158;"3";;"Bahnhofstraße";19230;"Hagenow-Land";;"Ludwigslust-Parchim";"Mecklenburg-Vorpommern";"MV";"Kirch Jesar";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012011;"LKIM";"de:12051:900275719";"Kirchmöser";"RV";"DB Station und Service AG";3202;;42.29685906396995;"Bahnhofstraße 30, 14774 Brandenburg, Germany";52.375615;12.422178;"30";;"Bahnhofstraße";14774;"Brandenburg an der Havel";;"Brandenburg an der Havel";"Brandenburg";"BB";"Brandenburg";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012012;"UKI";"de:15084:8012012";"Kirchscheidungen";"nur DPN";"DB Station und Service AG";3203;;12.489238350616308;"Kirchscheidungen, Zum Bahnhof, 06636 Laucha an der Unstrut, Germany";51.2448117;11.6625888;;"Kirchscheidungen";"Zum Bahnhof";6636;"Unstruttal";;"Burgenlandkreis";"Saxony-Anhalt";;"Laucha an der Unstrut";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012014;"LKD H";"de:15090:8012014";"Kläden(Stendal)";"RV";"DB Station und Service AG";3215;;0.5202729597167762;"Kläden (Stendal), Kläden, Saxony-Anhalt, Germany";52.63781;11.65484;;"Kläden (Stendal)";;;"Bismark (Altmark)";;"Stendal";"Saxony-Anhalt";;"Kläden";"Germany";"de";;"CC BY 4.0";"https://www.geonames.org/datasources/"
8012015;"BKLD";"de:12060:900350153";"Klandorf";"nur DPN";"Niederbarnimer Eisenbahn AG";;;0;"Am Bahnhof, 16244 Klandorf, Germany";52.8780955;13.555905413485593;;"Klandorf";"Am Bahnhof";16244;;;"Barnim";"Brandenburg";"BB";"Klandorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012016;"BKDF";"de:12072:900245036";"Klasdorf Glashütte";"RV";"DB Station und Service AG";3220;;0;"Klasdorf-Glashütte, Am Bahnhof Klasdorf, 15837 Baruth/Mark, Germany";52.0208332;13.544378927250003;;"Klasdorf-Glashütte";"Am Bahnhof Klasdorf";15837;"Klasdorf";;"Teltow-Fläming";"Brandenburg";"BB";"Baruth/Mark";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012021;"WKB";"de:13075:2195";"Klein Bünzow";"RV";"DB Station und Service AG";3228;;20.93449734571662;"Bahnhof 36, 17390 Klein Bünzow, Germany";53.9237307;13.6227342;"36";;"Bahnhof";17390;"Züssow";;"Vorpommern-Greifswald";"Mecklenburg-Vorpommern";"MV";"Klein Bünzow";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012033;"UKFA";"de:16062:8012033";"Kleinfurra";"RV";"DB Station und Service AG";3249;;20.50684835831381;"Karl-Marx-Straße 78, 99735 Kleinfurra, Germany";51.417591;10.763216;"78";;"Karl-Marx-Straße";99735;"Hainleite";;"Nordhausen";"Thuringia";;"Kleinfurra";"Germany";"de";"© OpenAddresses contributors";"BSD-3-Clause License";
8012034;"UKJ";"de:15084:8012034";"Kleinjena";"nur DPN";"DB Station und Service AG";3251;;7.3536149761263845;"Bahnhof Kleinjena, B 180, 06618 Naumburg (Saale), Germany";51.180261400000006;11.781102415841413;;"Bahnhof Kleinjena";"B 180";6618;"Naumburg (Saale)";;"Burgenlandkreis";"Saxony-Anhalt";;"Naumburg (Saale)";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012036;"DKRD";"de:14625:6025";"Kleinröhrsdorf";"nur DPN";"DB Station und Service AG";3256;;69.62773602732508;"Radeberger Straße 151, 01900 Großröhrsdorf, Germany";51.135119;13.990755;"151";;"Radeberger Straße";1900;"Großröhrsdorf";;"Bautzen";"Saxony";;"Großröhrsdorf";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012037;"DKMA";"de:14522:52037";"Kleinschirma";"nur DPN";"DB Station und Service AG";3257;;2.9829196068002726;"Bahnhofstraße, 09600 Kleinschirma, Germany";50.9027497;13.2817165;;"Kleinschirma";"Bahnhofstraße";9600;"Oberschöna";;"Mittelsachsen";"Saxony";;"Kleinschirma";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012040;"LKK";"de:15091:8012040";"Klieken";"RV";"DB Station und Service AG";3266;;18.32130480156384;"Klieken Kn, Kliekener Bahnhofstraße 11, 06869 Coswig, Germany";51.894367;12.371739;"11";"Klieken Kn";"Kliekener Bahnhofstraße";6869;"Coswig (Anhalt)";;"Wittenberg";"Saxony-Anhalt";;"Coswig";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
8012043;"BKG";"de:12071:900445122";"Klinge";"nur DPN";"DB Station und Service AG";3269;;0.9635982585065147;"Klinge, Alt Sergener Weg, 03149 Wiesengrund, Germany";51.74358995;14.518223347833683;;"Klinge";"Alt Sergener Weg";3149;"Döbern-Land";;"Spree-Neiße - Sprjewja-Nysa";"Brandenburg";"BB";"Wiesengrund";"Germany";"de";"© OpenStreetMap contributors";"Open Database License";"https://www.openstreetmap.org/copyright"
